"","CIUDAD","NOMBRE","coddom","DOMINIO","ZONA","SECTOR","VIVIENDA","HOGAR","RV00","RV32","RV33","RV34","RV35","RV37","RV38","RV39","RV310","fexph","fexpp"
"470",40153,"JULIO ANDRADE (OREJUELA)","0401","TULCAN",1,8,23,1,1,1,9,1,1,40153,5,NA,1,9.376801633,37.507206532
"471",40153,"JULIO ANDRADE (OREJUELA)","0401","TULCAN",1,9,13,1,1,1,8,1,1,40153,2,2,1,9.376801633,56.260809798
"472",40153,"JULIO ANDRADE (OREJUELA)","0401","TULCAN",1,9,18,1,1,1,6,1,1,40153,5,NA,1,9.376801633,18.753603266
"473",40250,"BOLIVAR","0402","BOLIVAR",1,2,2,1,1,1,7,2,2,40250,1,1,1,7.587361221,22.762083663
"474",40250,"BOLIVAR","0402","BOLIVAR",1,4,2,1,1,3,11,2,1,40250,5,NA,1,7.587361221,7.587361221
"475",40250,"BOLIVAR","0402","BOLIVAR",1,7,24,1,1,1,9,2,1,40250,5,NA,1,7.587361221,15.174722442
"476",40350,"EL ANGEL","0403","ESPEJO",1,7,22,1,1,1,5,1,1,40350,2,1,1,10.77766544,21.55533088
"477",40353,"SAN ISIDRO","0403","ESPEJO",1,1,19,1,1,1,6,1,2,40353,2,2,1,10.32859604,20.65719208
"478",40353,"SAN ISIDRO","0403","ESPEJO",1,2,12,1,1,3,5,2,1,40353,5,NA,1,10.32859604,10.32859604
"479",40450,"MIRA (CHONTAHUASI)","0404","MIRA",1,5,14,1,1,1,8,2,2,40450,5,NA,1,7.835380367,31.341521468
"480",40450,"MIRA (CHONTAHUASI)","0404","MIRA",1,7,7,1,1,1,10,2,1,40450,2,2,1,7.835380367,23.506141101
"481",40550,"SAN GABRIEL","0405","MONTUFAR",1,8,2,1,1,1,5,2,1,40550,5,NA,1,9.64715048,19.29430096
"482",40550,"SAN GABRIEL","0405","MONTUFAR",2,3,3,1,1,1,4,2,2,40550,5,NA,1,9.64715048,28.94145144
"483",40550,"SAN GABRIEL","0405","MONTUFAR",2,4,21,1,1,3,3,1,2,40550,5,NA,1,9.64715048,19.29430096
"484",40550,"SAN GABRIEL","0405","MONTUFAR",2,7,19,1,1,1,3,2,1,40550,1,1,1,9.64715048,19.29430096
"485",40550,"SAN GABRIEL","0405","MONTUFAR",2,9,21,1,1,1,10,1,2,40550,3,2,1,9.64715048,38.58860192
"486",40550,"SAN GABRIEL","0405","MONTUFAR",2,10,9,1,1,1,4,1,2,40550,5,NA,1,9.64715048,19.29430096
"487",40550,"SAN GABRIEL","0405","MONTUFAR",2,10,11,1,1,1,11,2,1,40550,5,NA,1,9.64715048,9.64715048
"488",40550,"SAN GABRIEL","0405","MONTUFAR",3,5,18,1,1,1,3,2,1,40550,5,NA,1,9.64715048,19.29430096
"489",40550,"SAN GABRIEL","0405","MONTUFAR",3,5,20,1,1,1,3,2,1,40550,5,NA,1,9.64715048,9.64715048
"490",40550,"SAN GABRIEL","0405","MONTUFAR",3,5,24,1,1,1,9,2,1,40550,5,NA,1,9.64715048,19.29430096
"491",40650,"HUACA","0406","SAN PEDRO DE HUACA",1,1,1,1,1,1,6,2,9,40650,5,NA,1,8.929267726,26.787803178
"492",40650,"HUACA","0406","SAN PEDRO DE HUACA",1,1,6,1,1,1,10,2,2,40650,5,NA,1,8.929267726,17.858535452
"493",40650,"HUACA","0406","SAN PEDRO DE HUACA",1,1,7,1,1,2,3,1,2,40650,5,NA,1,8.929267726,17.858535452
"494",40650,"HUACA","0406","SAN PEDRO DE HUACA",1,1,16,1,1,1,9,1,1,40650,5,NA,1,8.929267726,44.64633863
"495",40650,"HUACA","0406","SAN PEDRO DE HUACA",1,1,20,1,1,1,2,1,1,40650,5,NA,1,8.929267726,44.64633863
"496",40650,"HUACA","0406","SAN PEDRO DE HUACA",1,2,12,1,1,1,1,2,1,40150,5,NA,1,8.929267726,26.787803178
"497",50150,"LATACUNGA","0501","LATACUNGA",1,7,12,1,1,1,7,2,1,50150,5,NA,1,10.7012591,21.4025182
"498",50150,"LATACUNGA","0501","LATACUNGA",3,2,4,1,1,2,6,2,1,170150,5,NA,1,11.16653124,55.8326562
"499",50150,"LATACUNGA","0501","LATACUNGA",3,2,21,1,1,1,5,2,1,50150,5,NA,1,11.16653124,44.66612496
"500",50150,"LATACUNGA","0501","LATACUNGA",3,7,4,1,1,2,8,2,2,50150,5,NA,1,11.16653124,22.33306248
"501",50150,"LATACUNGA","0501","LATACUNGA",3,7,9,1,1,1,12,1,1,50150,5,NA,NA,11.16653124,44.66612496
"502",50150,"LATACUNGA","0501","LATACUNGA",3,7,9,1,2,2,1,1,1,50150,5,NA,1,11.16653124,44.66612496
"503",50150,"LATACUNGA","0501","LATACUNGA",3,7,20,1,1,1,6,2,1,50150,5,NA,1,11.16653124,22.33306248
"504",50150,"LATACUNGA","0501","LATACUNGA",4,2,18,1,1,1,7,2,1,50150,5,NA,1,10.7012591,21.4025182
"505",50150,"LATACUNGA","0501","LATACUNGA",4,4,4,1,1,1,8,2,2,50150,2,2,1,10.7012591,32.1037773
"506",50150,"LATACUNGA","0501","LATACUNGA",4,5,1,1,1,3,5,2,1,50150,5,NA,1,10.7012591,32.1037773
"507",50150,"LATACUNGA","0501","LATACUNGA",4,5,7,1,1,1,2,2,1,50150,5,NA,1,10.7012591,21.4025182
"508",50150,"LATACUNGA","0501","LATACUNGA",4,7,23,1,1,1,1,2,1,50150,2,9,1,12.84151093,25.68302186
"509",50150,"LATACUNGA","0501","LATACUNGA",4,10,6,1,1,2,9,2,2,50150,5,NA,NA,13.51737992,27.03475984
"510",50150,"LATACUNGA","0501","LATACUNGA",4,10,6,1,2,2,3,2,2,50150,5,NA,1,13.51737992,27.03475984
"511",50150,"LATACUNGA","0501","LATACUNGA",4,10,7,1,1,1,2,2,1,50150,5,NA,NA,13.51737992,13.51737992
"512",50150,"LATACUNGA","0501","LATACUNGA",4,10,7,1,2,1,7,1,1,50150,5,NA,1,13.51737992,13.51737992
"513",50150,"LATACUNGA","0501","LATACUNGA",5,2,15,1,1,1,6,1,2,50150,5,NA,1,10.7012591,10.7012591
"514",50150,"LATACUNGA","0501","LATACUNGA",5,2,23,1,1,1,11,1,2,50150,5,NA,1,10.7012591,42.8050364
"515",50150,"LATACUNGA","0501","LATACUNGA",5,3,11,1,1,2,10,2,1,50150,1,1,1,10.7012591,21.4025182
"516",50150,"LATACUNGA","0501","LATACUNGA",5,5,9,1,1,1,6,1,1,50150,5,NA,1,10.7012591,21.4025182
"517",50150,"LATACUNGA","0501","LATACUNGA",6,6,15,1,1,1,7,2,1,50150,5,NA,1,10.7012591,32.1037773
"518",50150,"LATACUNGA","0501","LATACUNGA",7,7,20,1,1,1,5,2,1,50150,5,NA,1,10.7012591,32.1037773
"519",50150,"LATACUNGA","0501","LATACUNGA",8,3,3,1,1,1,1,1,2,50150,5,NA,1,11.16653124,22.33306248
"520",50150,"LATACUNGA","0501","LATACUNGA",8,3,6,1,1,4,6,2,2,50150,2,2,1,11.16653124,11.16653124
"521",50150,"LATACUNGA","0501","LATACUNGA",8,3,10,1,1,2,12,2,1,50150,2,2,1,11.16653124,22.33306248
"522",50150,"LATACUNGA","0501","LATACUNGA",8,5,10,1,1,1,11,1,1,50150,3,1,NA,10.7012591,42.8050364
"523",50150,"LATACUNGA","0501","LATACUNGA",8,5,10,1,2,1,1,1,1,50150,3,1,1,10.7012591,42.8050364
"524",50150,"LATACUNGA","0501","LATACUNGA",8,5,14,1,1,2,3,2,1,50150,5,NA,1,10.7012591,21.4025182
"525",50150,"LATACUNGA","0501","LATACUNGA",10,1,22,1,1,1,10,2,2,50150,5,NA,1,12.23001041,12.23001041
"526",50150,"LATACUNGA","0501","LATACUNGA",10,6,11,1,1,1,2,2,1,50150,2,1,1,10.7012591,32.1037773
"527",50150,"LATACUNGA","0501","LATACUNGA",10,10,10,1,1,1,11,2,1,50150,3,1,1,15.10765991,166.18425901
"528",50150,"LATACUNGA","0501","LATACUNGA",11,3,3,1,1,1,12,1,1,50150,3,2,1,10.7012591,21.4025182
"529",50150,"LATACUNGA","0501","LATACUNGA",11,3,13,1,1,1,9,2,1,50150,5,NA,1,10.7012591,53.5062955
"530",50150,"LATACUNGA","0501","LATACUNGA",11,11,6,1,1,1,10,2,2,50150,2,9,NA,10.7012591,42.8050364
"531",50150,"LATACUNGA","0501","LATACUNGA",11,11,6,1,2,1,10,2,2,50150,5,NA,NA,10.7012591,42.8050364
"532",50150,"LATACUNGA","0501","LATACUNGA",11,11,6,1,3,1,12,2,2,50150,5,NA,NA,10.7012591,42.8050364
"533",50150,"LATACUNGA","0501","LATACUNGA",11,11,6,1,4,1,4,1,2,50150,1,2,1,10.7012591,42.8050364
"534",50150,"LATACUNGA","0501","LATACUNGA",11,11,14,1,1,1,2,2,1,50150,5,NA,1,10.7012591,53.5062955
"535",50150,"LATACUNGA","0501","LATACUNGA",12,2,3,1,1,4,8,2,1,50150,5,NA,1,10.7012591,21.4025182
"536",50150,"LATACUNGA","0501","LATACUNGA",12,2,6,1,1,4,5,2,2,50150,5,NA,1,10.7012591,32.1037773
"537",50150,"LATACUNGA","0501","LATACUNGA",12,3,7,1,1,1,11,1,2,50150,5,NA,1,10.7012591,21.4025182
"538",50150,"LATACUNGA","0501","LATACUNGA",12,3,11,1,1,1,8,2,1,50150,5,NA,1,10.7012591,21.4025182
"539",50150,"LATACUNGA","0501","LATACUNGA",13,6,7,1,1,1,9,2,1,50150,1,2,1,10.7012591,64.2075546
"540",50150,"LATACUNGA","0501","LATACUNGA",14,4,1,1,1,1,12,2,1,50150,5,NA,1,10.7012591,32.1037773
"541",50150,"LATACUNGA","0501","LATACUNGA",14,4,8,1,1,1,4,2,1,50150,5,NA,1,10.7012591,42.8050364
"542",50150,"LATACUNGA","0501","LATACUNGA",15,1,2,1,1,1,9,2,1,50150,4,2,1,10.7012591,32.1037773
"543",50150,"LATACUNGA","0501","LATACUNGA",15,4,24,1,1,1,9,2,1,50150,1,1,1,10.7012591,21.4025182
"544",50150,"LATACUNGA","0501","LATACUNGA",15,8,2,1,1,1,7,2,1,50150,5,NA,1,10.7012591,10.7012591
"545",50150,"LATACUNGA","0501","LATACUNGA",15,11,15,1,1,1,2,2,1,50150,5,NA,1,10.7012591,21.4025182
"546",50150,"LATACUNGA","0501","LATACUNGA",16,3,1,1,1,4,8,1,1,50150,2,2,1,10.7012591,10.7012591
"547",50150,"LATACUNGA","0501","LATACUNGA",17,1,9,1,1,1,1,1,1,50150,5,NA,1,10.7012591,32.1037773
"548",50150,"LATACUNGA","0501","LATACUNGA",17,1,17,1,1,1,1,1,1,50150,2,2,1,10.7012591,32.1037773
"549",50150,"LATACUNGA","0501","LATACUNGA",17,3,17,1,1,1,7,2,2,50150,1,2,1,10.7012591,32.1037773
"550",50150,"LATACUNGA","0501","LATACUNGA",18,2,8,1,1,1,2,2,1,50150,5,NA,1,10.7012591,32.1037773
"551",50150,"LATACUNGA","0501","LATACUNGA",18,2,18,1,1,1,7,1,1,50150,3,2,1,10.7012591,32.1037773
"552",50150,"LATACUNGA","0501","LATACUNGA",18,5,20,1,1,1,1,1,2,50150,3,1,1,10.7012591,21.4025182
"553",50150,"LATACUNGA","0501","LATACUNGA",18,5,21,1,1,1,3,2,1,50150,5,NA,1,10.7012591,21.4025182
"554",50150,"LATACUNGA","0501","LATACUNGA",18,5,24,1,1,1,3,2,1,50150,1,2,1,10.7012591,21.4025182
"555",50150,"LATACUNGA","0501","LATACUNGA",19,11,13,1,1,1,8,2,2,50150,5,NA,1,11.16653124,22.33306248
"556",50250,"LA MANA","0502","LA MANA",1,1,4,1,1,4,9,2,2,230150,5,NA,1,9.344795971,18.689591942
"557",50250,"LA MANA","0502","LA MANA",1,2,17,1,1,1,11,1,1,50250,5,NA,1,9.344795971,28.034387913
"558",50250,"LA MANA","0502","LA MANA",1,2,24,1,1,1,1,2,2,50250,5,NA,1,9.344795971,9.344795971
"559",50250,"LA MANA","0502","LA MANA",1,3,2,1,1,4,5,1,2,50250,5,NA,1,9.344795971,18.689591942
"560",50250,"LA MANA","0502","LA MANA",1,3,10,1,1,1,8,1,1,50250,5,NA,1,9.344795971,46.723979855
"561",50250,"LA MANA","0502","LA MANA",1,3,16,1,1,1,4,2,1,50250,5,NA,1,9.344795971,46.723979855
"562",50250,"LA MANA","0502","LA MANA",1,3,17,1,1,1,10,2,1,50250,5,NA,1,9.344795971,18.689591942
"563",50250,"LA MANA","0502","LA MANA",1,4,2,1,1,1,11,2,2,230150,5,NA,1,9.344795971,28.034387913
"564",50250,"LA MANA","0502","LA MANA",1,4,4,1,1,4,3,2,2,50250,5,NA,1,9.344795971,9.344795971
"565",50250,"LA MANA","0502","LA MANA",1,8,9,1,1,1,11,2,1,80150,5,NA,1,9.344795971,18.689591942
"566",50250,"LA MANA","0502","LA MANA",1,8,13,1,1,1,7,1,1,50250,5,NA,1,9.344795971,18.689591942
"567",50250,"LA MANA","0502","LA MANA",1,10,1,1,1,1,8,1,1,50250,5,NA,1,9.344795971,18.689591942
"568",50250,"LA MANA","0502","LA MANA",1,10,6,1,1,4,5,1,2,50250,5,NA,1,9.344795971,18.689591942
"569",50250,"LA MANA","0502","LA MANA",1,11,12,1,1,1,8,1,2,50250,5,NA,1,9.344795971,18.689591942
"570",50250,"LA MANA","0502","LA MANA",1,11,19,1,1,2,2,2,1,50250,5,NA,1,9.344795971,18.689591942
"571",50250,"LA MANA","0502","LA MANA",2,5,3,1,1,1,11,2,1,50250,1,1,1,9.344795971,18.689591942
"572",50250,"LA MANA","0502","LA MANA",2,5,20,1,1,1,8,2,1,50250,5,NA,1,9.344795971,18.689591942
"573",50250,"LA MANA","0502","LA MANA",3,1,6,1,1,1,9,2,1,50250,1,9,1,10.67976682,10.67976682
"574",50250,"LA MANA","0502","LA MANA",3,4,13,1,1,4,7,2,2,50250,1,1,1,9.344795971,18.689591942
"575",50250,"LA MANA","0502","LA MANA",3,6,17,1,1,1,9,2,1,50250,1,9,1,10.67976682,42.71906728
"576",50250,"LA MANA","0502","LA MANA",3,8,1,1,1,2,6,2,2,50250,5,NA,1,10.67976682,21.35953364
"577",50250,"LA MANA","0502","LA MANA",3,8,17,1,1,1,12,1,1,50250,5,NA,1,10.67976682,21.35953364
"578",50250,"LA MANA","0502","LA MANA",3,8,18,1,1,2,7,2,2,50250,5,NA,1,10.67976682,21.35953364
"579",50250,"LA MANA","0502","LA MANA",3,10,4,1,1,1,6,2,2,50250,5,NA,1,10.67976682,21.35953364
"580",50250,"LA MANA","0502","LA MANA",3,10,10,1,1,1,9,2,1,50250,5,NA,1,10.67976682,21.35953364
"581",50250,"LA MANA","0502","LA MANA",3,10,17,1,1,1,1,1,1,50250,5,NA,1,10.67976682,21.35953364
"582",50250,"LA MANA","0502","LA MANA",4,2,22,1,1,2,6,1,2,50250,5,NA,1,10.19432288,20.38864576
"583",50250,"LA MANA","0502","LA MANA",4,10,17,1,1,1,12,1,1,50250,5,NA,1,9.344795971,18.689591942
"584",50250,"LA MANA","0502","LA MANA",5,2,15,1,1,1,11,1,1,50250,1,2,1,9.751091448,19.502182896
"585",50250,"LA MANA","0502","LA MANA",5,2,18,1,1,1,11,1,1,50250,5,NA,1,9.751091448,19.502182896
"586",50250,"LA MANA","0502","LA MANA",5,2,23,1,1,1,6,2,1,50250,5,NA,1,9.751091448,19.502182896
"587",50250,"LA MANA","0502","LA MANA",5,7,19,1,1,1,2,2,1,50250,5,NA,1,9.344795971,9.344795971
"588",50250,"LA MANA","0502","LA MANA",5,7,21,1,1,1,5,2,2,50250,5,NA,1,9.344795971,18.689591942
"589",50250,"LA MANA","0502","LA MANA",6,5,2,1,1,1,5,1,1,50250,5,NA,1,9.344795971,28.034387913
"590",50250,"LA MANA","0502","LA MANA",6,6,24,1,1,1,2,2,1,50250,1,2,1,9.344795971,18.689591942
"591",50250,"LA MANA","0502","LA MANA",6,7,2,1,1,1,7,2,1,50250,3,1,1,9.344795971,37.379183884
"592",50450,"PUJILI","0504","PUJILI",1,1,24,1,1,4,10,2,2,50450,5,NA,1,8.803779395,17.60755879
"593",50450,"PUJILI","0504","PUJILI",1,4,12,1,1,1,2,1,1,50450,5,NA,1,8.803779395,17.60755879
"594",50450,"PUJILI","0504","PUJILI",1,5,7,1,1,4,6,2,2,50450,5,NA,1,9.604122976,19.208245952
"595",50450,"PUJILI","0504","PUJILI",1,5,8,1,1,1,7,2,2,50450,1,2,1,9.604122976,19.208245952
"596",50450,"PUJILI","0504","PUJILI",1,5,14,1,1,1,5,1,1,50450,5,NA,NA,9.604122976,28.812368928
"597",50450,"PUJILI","0504","PUJILI",1,5,14,1,2,1,5,2,1,50450,5,NA,NA,9.604122976,28.812368928
"598",50450,"PUJILI","0504","PUJILI",1,5,14,1,3,1,5,1,1,50450,1,1,1,9.604122976,28.812368928
"599",50450,"PUJILI","0504","PUJILI",1,8,6,1,1,1,6,1,1,50450,5,NA,1,8.803779395,26.411338185
"600",50450,"PUJILI","0504","PUJILI",1,9,10,1,1,4,11,2,2,50450,5,NA,1,9.186552412,18.373104824
"601",50450,"PUJILI","0504","PUJILI",1,10,2,1,1,1,8,1,2,50450,5,NA,1,8.803779395,17.60755879
"602",50450,"PUJILI","0504","PUJILI",2,5,4,1,1,1,3,2,2,50450,5,NA,1,9.604122976,9.604122976
"603",50450,"PUJILI","0504","PUJILI",2,6,18,1,1,1,8,2,1,50450,5,NA,1,9.604122976,9.604122976
"604",50450,"PUJILI","0504","PUJILI",2,7,4,1,1,1,6,1,1,50450,1,2,1,8.803779395,26.411338185
"605",50450,"PUJILI","0504","PUJILI",2,7,15,1,1,4,7,2,2,50450,5,NA,1,8.803779395,17.60755879
"606",50450,"PUJILI","0504","PUJILI",2,7,22,1,1,1,6,1,2,50450,5,NA,1,8.803779395,17.60755879
"607",50550,"SAN MIGUEL","0505","SALCEDO",1,8,13,1,1,2,7,1,2,50550,1,1,1,10.67640265,10.67640265
"608",50550,"SAN MIGUEL","0505","SALCEDO",2,1,15,1,1,1,7,2,1,50550,5,NA,1,10.67640265,32.02920795
"609",50550,"SAN MIGUEL","0505","SALCEDO",2,1,20,1,1,1,5,2,2,50550,5,NA,1,10.67640265,42.7056106
"610",50550,"SAN MIGUEL","0505","SALCEDO",2,6,8,1,1,1,3,1,2,50550,5,NA,1,10.21221123,20.42442246
"611",50550,"SAN MIGUEL","0505","SALCEDO",3,3,19,1,1,1,8,1,1,50550,5,NA,1,12.36215044,24.72430088
"612",50550,"SAN MIGUEL","0505","SALCEDO",3,5,15,1,1,2,6,2,1,50550,5,NA,1,9.78670243,39.14680972
"613",50550,"SAN MIGUEL","0505","SALCEDO",3,9,3,1,1,1,12,2,1,170150,5,NA,1,9.78670243,19.57340486
"614",50554,"MULLIQUINDIL (SANTA ANA)","0505","SALCEDO",1,4,23,1,1,1,4,2,1,50554,5,NA,1,10.21221123,30.63663369
"615",50650,"SAQUISILI","0506","SAQUISILI",1,4,5,1,1,3,2,2,1,50650,2,2,1,8.590644439,17.181288878
"616",50650,"SAQUISILI","0506","SAQUISILI",2,1,17,1,1,1,3,1,1,50650,2,1,1,8.590644439,17.181288878
"617",50650,"SAQUISILI","0506","SAQUISILI",2,2,3,1,1,1,11,1,1,50650,2,2,1,8.590644439,25.771933317
"618",50650,"SAQUISILI","0506","SAQUISILI",2,4,10,1,1,1,5,1,1,50650,2,2,1,8.590644439,8.590644439
"619",50650,"SAQUISILI","0506","SAQUISILI",2,9,1,1,1,1,10,1,1,50650,5,NA,1,8.590644439,17.181288878
"620",60150,"RIOBAMBA","0601","RIOBAMBA",1,7,17,1,1,1,3,2,1,60150,5,NA,1,15.57540107,62.30160428
"621",60150,"RIOBAMBA","0601","RIOBAMBA",2,5,4,1,1,1,10,2,1,60150,2,2,NA,15.57540107,62.30160428
"622",60150,"RIOBAMBA","0601","RIOBAMBA",2,5,4,1,2,1,2,2,1,60150,5,NA,1,15.57540107,62.30160428
"623",60150,"RIOBAMBA","0601","RIOBAMBA",3,2,4,1,1,1,9,1,1,60150,5,NA,NA,15.57540107,31.15080214
"624",60150,"RIOBAMBA","0601","RIOBAMBA",3,2,4,1,2,1,8,1,1,60150,5,NA,1,15.57540107,31.15080214
"625",60150,"RIOBAMBA","0601","RIOBAMBA",3,2,14,1,1,1,7,2,1,60150,5,NA,1,15.57540107,46.72620321
"626",60150,"RIOBAMBA","0601","RIOBAMBA",3,4,16,1,1,1,8,2,1,60150,5,NA,1,15.57540107,62.30160428
"627",60150,"RIOBAMBA","0601","RIOBAMBA",3,10,1,1,1,1,7,2,1,60150,3,1,1,15.57540107,62.30160428
"628",60150,"RIOBAMBA","0601","RIOBAMBA",4,8,2,1,1,1,12,1,1,60150,5,NA,1,16.99134662,33.98269324
"629",60150,"RIOBAMBA","0601","RIOBAMBA",5,2,3,1,1,1,5,2,1,60150,5,NA,1,16.25259242,48.75777726
"630",60150,"RIOBAMBA","0601","RIOBAMBA",5,4,6,1,1,1,6,1,1,60150,5,NA,1,15.57540107,77.87700535
"631",60150,"RIOBAMBA","0601","RIOBAMBA",5,4,21,1,1,1,3,2,1,60150,5,NA,1,15.57540107,31.15080214
"632",60150,"RIOBAMBA","0601","RIOBAMBA",6,4,10,1,1,1,3,2,1,60150,5,NA,1,15.57540107,62.30160428
"633",60150,"RIOBAMBA","0601","RIOBAMBA",7,6,21,1,1,1,8,2,1,60150,1,1,1,15.57540107,62.30160428
"634",60150,"RIOBAMBA","0601","RIOBAMBA",8,3,9,1,1,1,9,1,2,60150,5,NA,1,15.57540107,31.15080214
"635",60150,"RIOBAMBA","0601","RIOBAMBA",8,6,1,1,1,1,6,1,1,60150,5,NA,1,16.99134662,84.9567331
"636",60150,"RIOBAMBA","0601","RIOBAMBA",8,6,24,1,1,1,9,2,1,60150,1,2,1,16.99134662,33.98269324
"637",60150,"RIOBAMBA","0601","RIOBAMBA",9,1,12,1,1,1,7,2,1,60150,5,NA,1,18.69048128,37.38096256
"638",60150,"RIOBAMBA","0601","RIOBAMBA",9,1,22,1,1,1,7,2,1,60150,1,1,1,18.69048128,93.4524064
"639",60150,"RIOBAMBA","0601","RIOBAMBA",9,3,10,1,1,1,7,2,1,60150,1,1,1,15.57540107,62.30160428
"640",60150,"RIOBAMBA","0601","RIOBAMBA",9,8,6,1,1,1,2,2,1,60150,5,NA,1,16.25259242,48.75777726
"641",60150,"RIOBAMBA","0601","RIOBAMBA",10,5,18,1,1,1,4,2,1,60150,5,NA,1,15.57540107,46.72620321
"642",60150,"RIOBAMBA","0601","RIOBAMBA",10,11,6,1,1,1,1,2,2,60150,5,NA,NA,15.57540107,77.87700535
"643",60150,"RIOBAMBA","0601","RIOBAMBA",10,11,6,1,2,1,1,2,2,60150,5,NA,NA,15.57540107,77.87700535
"644",60150,"RIOBAMBA","0601","RIOBAMBA",10,11,6,1,3,1,1,1,2,60150,5,NA,1,15.57540107,77.87700535
"645",60150,"RIOBAMBA","0601","RIOBAMBA",11,1,13,1,1,1,5,2,1,60150,5,NA,1,15.57540107,62.30160428
"646",60150,"RIOBAMBA","0601","RIOBAMBA",11,1,23,1,1,1,3,2,1,60150,5,NA,1,15.57540107,31.15080214
"647",60150,"RIOBAMBA","0601","RIOBAMBA",12,4,16,1,1,1,7,2,1,60150,5,NA,1,15.57540107,31.15080214
"648",60150,"RIOBAMBA","0601","RIOBAMBA",12,10,13,1,1,2,7,2,1,60150,5,NA,1,15.57540107,31.15080214
"649",60150,"RIOBAMBA","0601","RIOBAMBA",12,10,20,1,1,2,4,1,2,60150,1,2,1,15.57540107,31.15080214
"650",60150,"RIOBAMBA","0601","RIOBAMBA",13,7,17,1,1,1,1,1,1,60150,5,NA,1,15.57540107,31.15080214
"651",60150,"RIOBAMBA","0601","RIOBAMBA",13,9,12,1,1,1,8,2,1,60150,5,NA,1,15.57540107,62.30160428
"652",60150,"RIOBAMBA","0601","RIOBAMBA",14,3,2,1,1,1,4,2,1,60150,5,NA,1,16.25259242,48.75777726
"653",60150,"RIOBAMBA","0601","RIOBAMBA",14,3,19,1,1,1,7,1,1,60150,5,NA,1,16.25259242,48.75777726
"654",60150,"RIOBAMBA","0601","RIOBAMBA",14,13,4,1,1,4,2,2,2,60150,4,2,1,15.57540107,62.30160428
"655",60150,"RIOBAMBA","0601","RIOBAMBA",15,11,5,1,1,1,12,2,1,60150,3,1,1,16.25259242,16.25259242
"656",60150,"RIOBAMBA","0601","RIOBAMBA",16,6,2,1,1,1,7,2,2,60150,2,1,1,15.57540107,15.57540107
"657",60150,"RIOBAMBA","0601","RIOBAMBA",16,6,4,1,1,2,5,2,1,170150,1,2,1,15.57540107,62.30160428
"658",60150,"RIOBAMBA","0601","RIOBAMBA",17,2,20,1,1,2,8,2,1,60150,4,2,1,19.67419082,39.34838164
"659",60150,"RIOBAMBA","0601","RIOBAMBA",17,6,15,1,1,1,9,1,2,60150,5,NA,1,15.57540107,62.30160428
"660",60150,"RIOBAMBA","0601","RIOBAMBA",17,8,19,1,1,1,8,2,1,60150,5,NA,1,15.57540107,31.15080214
"661",60150,"RIOBAMBA","0601","RIOBAMBA",18,4,3,1,1,1,11,2,1,60150,2,2,1,16.25259242,32.50518484
"662",60150,"RIOBAMBA","0601","RIOBAMBA",18,4,14,1,1,1,8,2,1,60150,5,NA,1,16.25259242,81.2629621
"663",60150,"RIOBAMBA","0601","RIOBAMBA",18,7,20,1,1,1,2,2,1,60150,5,NA,1,16.99134662,84.9567331
"664",60150,"RIOBAMBA","0601","RIOBAMBA",19,6,4,1,1,1,6,2,2,60150,5,NA,1,15.57540107,31.15080214
"665",60150,"RIOBAMBA","0601","RIOBAMBA",19,9,22,1,1,2,5,2,2,60150,2,2,1,16.25259242,16.25259242
"666",60150,"RIOBAMBA","0601","RIOBAMBA",20,2,13,1,1,1,11,1,1,60150,2,2,1,15.57540107,46.72620321
"667",60150,"RIOBAMBA","0601","RIOBAMBA",20,2,18,1,1,1,8,2,1,60150,5,NA,1,15.57540107,62.30160428
"668",60150,"RIOBAMBA","0601","RIOBAMBA",20,2,24,1,1,2,11,1,2,60150,5,NA,NA,15.57540107,46.72620321
"669",60150,"RIOBAMBA","0601","RIOBAMBA",20,2,24,1,2,2,2,2,2,60150,5,NA,1,15.57540107,46.72620321
"670",60150,"RIOBAMBA","0601","RIOBAMBA",20,3,6,1,1,1,7,1,1,60150,5,NA,1,15.57540107,46.72620321
"671",60150,"RIOBAMBA","0601","RIOBAMBA",20,7,2,1,1,1,11,1,1,60150,5,NA,1,15.57540107,77.87700535
"672",60150,"RIOBAMBA","0601","RIOBAMBA",20,7,19,1,1,1,7,1,1,60150,5,NA,1,15.57540107,15.57540107
"673",60150,"RIOBAMBA","0601","RIOBAMBA",20,11,16,1,1,2,10,2,1,60150,5,NA,1,15.57540107,77.87700535
"674",60150,"RIOBAMBA","0601","RIOBAMBA",20,11,24,1,1,2,7,2,2,60150,5,NA,1,15.57540107,15.57540107
"675",60150,"RIOBAMBA","0601","RIOBAMBA",21,2,5,1,1,2,1,1,2,60150,5,NA,1,15.57540107,31.15080214
"676",60150,"RIOBAMBA","0601","RIOBAMBA",21,2,11,1,1,2,11,1,2,60150,5,NA,1,15.57540107,31.15080214
"677",60150,"RIOBAMBA","0601","RIOBAMBA",21,7,6,1,1,4,6,2,2,60150,5,NA,1,15.57540107,31.15080214
"678",60150,"RIOBAMBA","0601","RIOBAMBA",21,7,8,1,1,1,10,1,1,60150,2,2,1,15.57540107,77.87700535
"679",60150,"RIOBAMBA","0601","RIOBAMBA",22,8,15,1,1,1,4,2,1,60150,5,NA,1,15.57540107,31.15080214
"680",60150,"RIOBAMBA","0601","RIOBAMBA",22,11,2,1,1,1,4,1,2,60150,5,NA,1,16.99134662,84.9567331
