"","CIUDAD","NOMBRE","coddom","DOMINIO","ZONA","SECTOR","VIVIENDA","HOGAR","RV00","RV32","RV33","RV34","RV35","RV37","RV38","RV39","RV310","fexph","fexpp"
"1",10150,"CUENCA","0101","CUENCA",1,5,2,1,1,1,9,2,1,10150,5,NA,1,31.94547851,95.83643553
"2",10150,"CUENCA","0101","CUENCA",1,5,5,1,1,1,7,2,2,10150,5,NA,1,31.94547851,63.89095702
"3",10150,"CUENCA","0101","CUENCA",1,5,11,1,1,1,1,1,1,10150,2,1,1,31.94547851,95.83643553
"4",10150,"CUENCA","0101","CUENCA",1,12,3,1,1,1,10,2,2,10150,1,2,1,31.94547851,31.94547851
"5",10150,"CUENCA","0101","CUENCA",1,12,6,1,1,1,7,1,1,10150,5,NA,1,31.94547851,95.83643553
"6",10150,"CUENCA","0101","CUENCA",1,12,14,1,1,1,9,2,1,10150,5,NA,1,31.94547851,223.61834957
"7",10150,"CUENCA","0101","CUENCA",1,12,15,1,1,1,11,2,1,10150,5,NA,1,31.94547851,95.83643553
"8",10150,"CUENCA","0101","CUENCA",1,12,22,1,1,2,11,1,1,10150,5,NA,1,31.94547851,63.89095702
"9",10150,"CUENCA","0101","CUENCA",2,3,12,1,1,1,2,2,1,10150,2,2,1,34.84961292,104.54883876
"10",10150,"CUENCA","0101","CUENCA",2,12,16,1,1,1,7,2,2,10150,5,NA,1,33.33441235,66.6688247
"11",10150,"CUENCA","0101","CUENCA",3,6,4,1,1,1,10,2,1,10150,5,NA,1,31.94547851,127.78191404
"12",10150,"CUENCA","0101","CUENCA",3,6,20,1,1,1,7,2,1,10150,5,NA,NA,31.94547851,95.83643553
"13",10150,"CUENCA","0101","CUENCA",3,6,20,1,2,1,8,2,1,10150,5,NA,1,31.94547851,95.83643553
"14",10150,"CUENCA","0101","CUENCA",3,6,21,1,1,1,7,2,1,10150,5,NA,1,31.94547851,63.89095702
"15",10150,"CUENCA","0101","CUENCA",4,4,1,1,1,1,11,2,1,10150,5,NA,1,33.33441235,66.6688247
"16",10150,"CUENCA","0101","CUENCA",5,5,16,1,1,1,8,2,1,10150,2,2,1,33.33441235,66.6688247
"17",10150,"CUENCA","0101","CUENCA",5,5,18,1,1,3,2,1,1,10150,5,NA,1,33.33441235,66.6688247
"18",10150,"CUENCA","0101","CUENCA",5,8,20,1,1,1,11,2,1,10150,5,NA,1,38.33457421,76.66914842
"19",10150,"CUENCA","0101","CUENCA",5,8,24,1,1,1,4,2,1,10150,5,NA,1,38.33457421,76.66914842
"20",10150,"CUENCA","0101","CUENCA",7,2,7,1,1,1,9,2,1,10150,2,1,1,31.94547851,31.94547851
"21",10150,"CUENCA","0101","CUENCA",8,2,8,1,1,1,12,1,1,10150,5,NA,1,33.33441235,100.00323705
"22",10150,"CUENCA","0101","CUENCA",8,4,20,1,1,3,2,1,1,10150,5,NA,1,31.94547851,63.89095702
"23",10150,"CUENCA","0101","CUENCA",9,3,4,1,1,4,2,2,2,10150,5,NA,1,31.94547851,63.89095702
"24",10150,"CUENCA","0101","CUENCA",9,10,2,1,1,1,3,2,2,10150,2,1,1,31.94547851,31.94547851
"25",10150,"CUENCA","0101","CUENCA",11,3,3,1,1,2,6,1,2,10150,5,NA,1,31.94547851,63.89095702
"26",10150,"CUENCA","0101","CUENCA",12,8,8,1,1,4,8,2,2,10150,5,NA,1,33.33441235,33.33441235
"27",10150,"CUENCA","0101","CUENCA",13,10,2,1,1,1,1,1,2,10150,5,NA,1,31.94547851,95.83643553
"28",10150,"CUENCA","0101","CUENCA",13,10,7,1,1,1,11,2,2,10150,5,NA,1,31.94547851,127.78191404
"29",10150,"CUENCA","0101","CUENCA",13,10,20,1,1,4,2,2,2,10150,3,2,1,31.94547851,95.83643553
"30",10150,"CUENCA","0101","CUENCA",16,3,7,1,1,1,3,1,1,10150,5,NA,1,31.94547851,127.78191404
"31",10150,"CUENCA","0101","CUENCA",16,3,15,1,1,1,1,2,1,10150,5,NA,1,31.94547851,95.83643553
"32",10150,"CUENCA","0101","CUENCA",16,4,1,1,1,2,6,2,2,10150,5,NA,1,31.94547851,31.94547851
"33",10150,"CUENCA","0101","CUENCA",18,1,5,1,1,3,6,2,2,10150,5,NA,1,34.84961292,139.39845168
"34",10150,"CUENCA","0101","CUENCA",19,5,4,1,1,1,1,1,1,10150,5,NA,1,31.94547851,95.83643553
"35",10150,"CUENCA","0101","CUENCA",19,5,10,1,1,1,3,2,1,10150,5,NA,1,31.94547851,31.94547851
"36",10150,"CUENCA","0101","CUENCA",20,8,18,1,1,1,12,2,1,10150,5,NA,NA,31.94547851,63.89095702
"37",10150,"CUENCA","0101","CUENCA",20,8,18,1,2,1,1,2,1,10150,5,NA,NA,31.94547851,63.89095702
"38",10150,"CUENCA","0101","CUENCA",20,8,18,1,3,1,3,2,1,10150,5,NA,NA,31.94547851,63.89095702
"39",10150,"CUENCA","0101","CUENCA",20,8,18,1,4,1,5,2,1,10150,5,NA,1,31.94547851,63.89095702
"40",10150,"CUENCA","0101","CUENCA",21,7,17,1,1,4,1,2,2,10150,5,NA,1,33.33441235,33.33441235
"41",10150,"CUENCA","0101","CUENCA",21,7,18,1,1,1,3,2,2,10150,5,NA,1,33.33441235,33.33441235
"42",10150,"CUENCA","0101","CUENCA",21,7,20,1,1,1,6,1,2,10150,3,1,1,33.33441235,66.6688247
"43",10150,"CUENCA","0101","CUENCA",22,11,1,1,1,1,9,2,2,10150,5,NA,1,31.94547851,95.83643553
"44",10150,"CUENCA","0101","CUENCA",22,11,7,1,1,1,5,2,1,10150,5,NA,1,31.94547851,127.78191404
"45",10150,"CUENCA","0101","CUENCA",23,4,16,1,1,4,8,2,2,10150,5,NA,1,31.94547851,31.94547851
"46",10150,"CUENCA","0101","CUENCA",23,8,12,1,1,1,12,2,1,10150,5,NA,1,31.94547851,63.89095702
"47",10150,"CUENCA","0101","CUENCA",25,2,12,1,1,1,2,1,2,10150,5,NA,NA,31.94547851,159.72739255
"48",10150,"CUENCA","0101","CUENCA",25,2,12,1,2,1,5,1,2,10150,5,NA,NA,31.94547851,159.72739255
"49",10150,"CUENCA","0101","CUENCA",25,2,12,1,3,1,6,1,2,10150,5,NA,1,31.94547851,159.72739255
"50",10150,"CUENCA","0101","CUENCA",25,2,16,1,1,1,9,2,1,10150,5,NA,1,31.94547851,63.89095702
"51",10150,"CUENCA","0101","CUENCA",27,7,15,1,1,2,9,2,2,10150,1,1,1,33.33441235,66.6688247
"52",10150,"CUENCA","0101","CUENCA",27,7,23,1,1,1,11,1,2,10150,2,1,1,33.33441235,33.33441235
"53",10150,"CUENCA","0101","CUENCA",28,9,18,1,1,2,12,1,1,10150,5,NA,1,33.33441235,33.33441235
"54",10150,"CUENCA","0101","CUENCA",30,4,19,1,1,4,3,2,2,10150,2,2,NA,34.84961292,104.54883876
"55",10150,"CUENCA","0101","CUENCA",30,4,19,1,2,4,8,2,2,10150,5,NA,1,34.84961292,104.54883876
"56",10150,"CUENCA","0101","CUENCA",32,1,18,1,1,1,3,2,1,10150,5,NA,1,34.84961292,104.54883876
"57",10150,"CUENCA","0101","CUENCA",33,2,9,1,1,1,8,2,1,10150,5,NA,1,34.84961292,174.2480646
"58",10150,"CUENCA","0101","CUENCA",33,2,10,1,1,1,9,1,1,10150,5,NA,NA,34.84961292,69.69922584
"59",10150,"CUENCA","0101","CUENCA",33,2,10,1,2,1,1,1,1,10150,5,NA,NA,34.84961292,69.69922584
"60",10150,"CUENCA","0101","CUENCA",33,2,10,1,3,1,7,1,1,10150,5,NA,1,34.84961292,69.69922584
"61",10150,"CUENCA","0101","CUENCA",33,2,16,1,1,2,2,2,2,10150,5,NA,1,34.84961292,69.69922584
"62",10150,"CUENCA","0101","CUENCA",35,1,15,1,1,1,8,2,1,10150,5,NA,1,31.94547851,95.83643553
"63",10150,"CUENCA","0101","CUENCA",36,10,14,1,1,1,10,1,2,10150,5,NA,1,31.94547851,63.89095702
"64",10150,"CUENCA","0101","CUENCA",36,10,20,1,1,4,5,2,2,10150,5,NA,1,31.94547851,95.83643553
"65",10150,"CUENCA","0101","CUENCA",37,7,19,1,1,1,3,2,1,10150,5,NA,1,33.33441235,133.3376494
"66",10150,"CUENCA","0101","CUENCA",37,7,20,1,1,1,3,2,1,10150,5,NA,NA,33.33441235,66.6688247
"67",10150,"CUENCA","0101","CUENCA",37,7,20,1,2,1,4,2,1,10150,5,NA,1,33.33441235,66.6688247
"68",10150,"CUENCA","0101","CUENCA",38,2,13,1,1,4,9,2,2,10150,5,NA,1,31.94547851,95.83643553
"69",10150,"CUENCA","0101","CUENCA",39,6,9,1,1,1,12,2,1,10150,5,NA,1,31.94547851,63.89095702
"70",10150,"CUENCA","0101","CUENCA",40,1,17,1,1,2,2,2,1,10150,1,1,1,33.33441235,33.33441235
"71",10150,"CUENCA","0101","CUENCA",40,11,22,1,1,2,1,2,2,10150,5,NA,1,34.84961292,69.69922584
"72",10150,"CUENCA","0101","CUENCA",40,13,21,1,1,1,8,2,2,10150,5,NA,1,31.94547851,63.89095702
"73",10150,"CUENCA","0101","CUENCA",41,2,8,1,1,1,8,2,1,10150,5,NA,1,38.33457421,38.33457421
"74",10150,"CUENCA","0101","CUENCA",42,8,18,1,1,2,5,2,2,10150,3,1,1,31.94547851,31.94547851
"75",10150,"CUENCA","0101","CUENCA",44,1,4,1,1,1,5,2,1,10150,1,2,1,31.94547851,127.78191404
"76",10150,"CUENCA","0101","CUENCA",44,6,1,1,1,1,9,2,1,10150,5,NA,1,31.94547851,63.89095702
"77",10150,"CUENCA","0101","CUENCA",45,1,23,1,1,2,5,1,2,10150,5,NA,1,31.94547851,159.72739255
"78",10150,"CUENCA","0101","CUENCA",45,4,8,1,1,1,8,2,1,10150,5,NA,1,33.33441235,200.0064741
"79",10150,"CUENCA","0101","CUENCA",50,1,14,1,1,1,8,2,2,10150,5,NA,1,31.94547851,63.89095702
"80",10150,"CUENCA","0101","CUENCA",51,2,15,1,1,2,8,2,1,10150,5,NA,NA,34.84961292,174.2480646
"81",10150,"CUENCA","0101","CUENCA",51,2,15,1,2,2,8,2,1,10150,5,NA,1,34.84961292,174.2480646
"82",10150,"CUENCA","0101","CUENCA",52,1,5,1,1,1,4,2,2,10150,5,NA,1,31.94547851,127.78191404
"83",10150,"CUENCA","0101","CUENCA",53,5,16,1,1,1,8,1,1,10150,5,NA,1,31.94547851,159.72739255
"84",10150,"CUENCA","0101","CUENCA",53,5,23,1,1,1,5,1,2,10150,5,NA,1,31.94547851,31.94547851
"85",10150,"CUENCA","0101","CUENCA",54,5,1,1,1,1,5,1,1,10150,5,NA,1,34.84961292,104.54883876
"86",10150,"CUENCA","0101","CUENCA",56,1,10,1,1,1,5,1,1,10150,3,2,1,31.94547851,63.89095702
"87",10150,"CUENCA","0101","CUENCA",57,2,8,1,1,1,12,2,1,10150,3,2,1,31.94547851,63.89095702
"88",10150,"CUENCA","0101","CUENCA",57,7,21,1,1,1,3,2,1,10150,3,2,1,34.84961292,174.2480646
"89",10150,"CUENCA","0101","CUENCA",58,11,1,1,1,1,7,2,2,10150,5,NA,1,33.33441235,33.33441235
"90",10150,"CUENCA","0101","CUENCA",58,11,16,1,1,1,3,2,1,10150,5,NA,NA,33.33441235,133.3376494
"91",10150,"CUENCA","0101","CUENCA",58,11,16,1,2,1,7,2,1,10150,5,NA,1,33.33441235,133.3376494
"92",10150,"CUENCA","0101","CUENCA",58,11,19,1,1,2,3,2,1,10150,2,2,1,33.33441235,33.33441235
"93",10150,"CUENCA","0101","CUENCA",58,11,20,1,1,2,10,2,2,10150,5,NA,1,33.33441235,133.3376494
"94",10150,"CUENCA","0101","CUENCA",60,5,6,1,1,1,7,2,1,10150,5,NA,1,31.94547851,63.89095702
"95",10150,"CUENCA","0101","CUENCA",61,1,7,1,1,1,2,2,2,10150,5,NA,1,31.94547851,63.89095702
"96",10150,"CUENCA","0101","CUENCA",61,1,11,1,1,1,1,2,1,10150,5,NA,1,31.94547851,159.72739255
"97",10150,"CUENCA","0101","CUENCA",61,1,13,1,1,4,7,2,2,10150,2,1,1,31.94547851,63.89095702
"98",10150,"CUENCA","0101","CUENCA",61,1,15,1,1,1,9,1,1,10150,4,1,1,31.94547851,127.78191404
"99",10150,"CUENCA","0101","CUENCA",62,3,1,1,1,4,4,2,2,10150,5,NA,1,33.33441235,66.6688247
"100",10150,"CUENCA","0101","CUENCA",62,3,18,1,1,1,4,2,1,10150,4,1,1,33.33441235,133.3376494
"101",10150,"CUENCA","0101","CUENCA",62,3,23,1,1,2,9,2,1,10150,5,NA,1,33.33441235,66.6688247
"102",10150,"CUENCA","0101","CUENCA",62,6,6,1,1,2,2,2,1,10150,5,NA,1,31.94547851,63.89095702
"103",10150,"CUENCA","0101","CUENCA",65,6,8,1,1,1,8,2,2,10150,5,NA,1,33.33441235,100.00323705
"104",10150,"CUENCA","0101","CUENCA",65,6,11,1,1,1,2,2,1,10150,5,NA,1,33.33441235,66.6688247
"105",10150,"CUENCA","0101","CUENCA",69,1,1,1,1,1,8,2,2,10150,2,2,1,31.94547851,63.89095702
"106",10150,"CUENCA","0101","CUENCA",70,5,23,1,1,1,1,1,1,10150,5,NA,1,31.94547851,95.83643553
"107",10150,"CUENCA","0101","CUENCA",71,7,3,1,1,1,5,2,2,10150,2,2,1,31.94547851,95.83643553
"108",10150,"CUENCA","0101","CUENCA",71,7,15,1,1,1,4,2,1,10150,5,NA,1,31.94547851,63.89095702
"109",10150,"CUENCA","0101","CUENCA",73,2,5,1,1,1,12,1,2,10150,2,2,1,31.94547851,63.89095702
"110",10150,"CUENCA","0101","CUENCA",73,2,6,1,1,1,2,2,1,10150,5,NA,1,31.94547851,95.83643553
"111",10150,"CUENCA","0101","CUENCA",77,3,10,1,1,1,1,2,2,10150,5,NA,1,31.94547851,63.89095702
"112",10150,"CUENCA","0101","CUENCA",77,3,15,1,1,1,6,2,2,10150,5,NA,1,31.94547851,63.89095702
"113",10150,"CUENCA","0101","CUENCA",78,7,19,1,1,1,11,2,1,10150,5,NA,1,31.94547851,95.83643553
"114",10150,"CUENCA","0101","CUENCA",78,9,12,1,1,1,1,1,1,10150,5,NA,1,31.94547851,63.89095702
"115",10150,"CUENCA","0101","CUENCA",78,9,23,1,1,1,10,1,2,10150,5,NA,1,31.94547851,95.83643553
"116",10150,"CUENCA","0101","CUENCA",79,6,22,1,1,1,4,2,1,10150,5,NA,1,34.84961292,104.54883876
"117",10150,"CUENCA","0101","CUENCA",79,6,24,1,1,1,12,1,2,10150,5,NA,1,34.84961292,69.69922584
"118",10150,"CUENCA","0101","CUENCA",80,1,14,1,1,3,1,2,1,10150,2,1,1,31.94547851,63.89095702
"119",10150,"CUENCA","0101","CUENCA",80,1,16,1,1,1,6,2,2,10150,2,1,1,31.94547851,127.78191404
"120",10150,"CUENCA","0101","CUENCA",80,4,21,1,1,1,10,2,1,10150,5,NA,1,31.94547851,95.83643553
"121",10151,"BAÑOS","0101","CUENCA",1,4,23,1,1,4,9,2,2,10150,5,NA,1,31.94547851,31.94547851
"122",10151,"BAÑOS","0101","CUENCA",1,10,11,1,1,1,1,2,1,10150,5,NA,1,31.94547851,127.78191404
"123",10152,"CUMBE","0101","CUENCA",1,6,5,1,1,1,2,2,1,10150,5,NA,1,33.33441235,66.6688247
"124",10152,"CUMBE","0101","CUENCA",1,6,7,1,1,1,3,2,1,10152,5,NA,1,33.33441235,33.33441235
"125",10152,"CUMBE","0101","CUENCA",1,6,20,1,1,1,6,2,1,10152,5,NA,1,33.33441235,166.67206175
"126",10162,"RICAURTE","0101","CUENCA",1,13,20,1,1,1,10,1,1,10150,5,NA,1,31.94547851,63.89095702
"127",10162,"RICAURTE","0101","CUENCA",2,6,11,1,1,1,8,2,1,10150,5,NA,1,33.33441235,66.6688247
"128",10162,"RICAURTE","0101","CUENCA",2,12,12,1,1,1,10,2,2,10150,5,NA,1,33.33441235,133.3376494
"129",10165,"SAYAUSI","0101","CUENCA",1,1,11,1,1,2,2,2,1,10150,5,NA,1,31.94547851,95.83643553
"130",10165,"SAYAUSI","0101","CUENCA",1,1,12,1,1,2,2,2,1,10150,5,NA,1,31.94547851,63.89095702
"131",10165,"SAYAUSI","0101","CUENCA",1,1,23,1,1,1,5,2,2,10150,5,NA,1,31.94547851,95.83643553
"132",10250,"GIRON","0102","GIRON",1,5,12,1,1,4,6,2,2,10150,1,2,1,7.962540343,7.962540343
"133",10250,"GIRON","0102","GIRON",1,11,15,1,1,1,8,2,2,10250,3,2,1,7.962540343,15.925080686
"134",10350,"GUALACEO","0103","GUALACEO",1,5,6,1,1,1,9,1,2,10350,5,NA,NA,9.319278947,27.957836841
"135",10350,"GUALACEO","0103","GUALACEO",1,5,6,1,2,1,9,2,2,10350,5,NA,1,9.319278947,27.957836841
"136",10350,"GUALACEO","0103","GUALACEO",1,5,9,1,1,1,10,2,2,10350,5,NA,1,9.319278947,27.957836841
"137",10350,"GUALACEO","0103","GUALACEO",1,5,14,1,1,1,3,2,2,10350,2,1,1,9.319278947,18.638557894
"138",10350,"GUALACEO","0103","GUALACEO",1,6,6,1,1,1,5,2,1,10350,5,NA,NA,8.542672368,17.085344736
"139",10350,"GUALACEO","0103","GUALACEO",1,6,6,1,2,1,6,2,1,10350,5,NA,NA,8.542672368,17.085344736
"140",10350,"GUALACEO","0103","GUALACEO",1,6,6,1,3,1,8,2,1,10350,5,NA,1,8.542672368,17.085344736
"141",10350,"GUALACEO","0103","GUALACEO",2,1,9,1,1,1,9,2,1,10350,3,1,1,8.542672368,25.628017104
"142",10350,"GUALACEO","0103","GUALACEO",2,6,2,1,1,1,6,2,2,10350,5,NA,1,9.763054135,39.05221654
"143",10350,"GUALACEO","0103","GUALACEO",2,6,17,1,1,1,8,2,1,10350,5,NA,1,9.763054135,19.52610827
"144",10350,"GUALACEO","0103","GUALACEO",2,10,23,1,1,1,2,2,2,10350,5,NA,NA,8.914092906,17.828185812
"145",10350,"GUALACEO","0103","GUALACEO",2,10,23,1,2,1,8,2,2,10350,5,NA,1,8.914092906,17.828185812
"146",10350,"GUALACEO","0103","GUALACEO",2,10,24,1,1,1,9,2,2,10350,5,NA,1,8.914092906,17.828185812
"147",10350,"GUALACEO","0103","GUALACEO",3,5,18,1,1,1,1,1,1,10350,5,NA,1,8.914092906,35.656371624
"148",10350,"GUALACEO","0103","GUALACEO",3,5,20,1,1,1,7,2,2,10350,1,2,1,8.914092906,26.742278718
"149",10350,"GUALACEO","0103","GUALACEO",3,7,24,1,1,1,6,2,2,10350,5,NA,1,8.542672368,17.085344736
"150",10350,"GUALACEO","0103","GUALACEO",4,1,5,1,1,1,7,2,1,10350,5,NA,1,8.542672368,17.085344736
"151",10350,"GUALACEO","0103","GUALACEO",4,1,17,1,1,1,8,2,2,10350,5,NA,1,8.542672368,51.256034208
"152",10350,"GUALACEO","0103","GUALACEO",4,3,2,1,1,1,12,2,2,10350,5,NA,1,8.542672368,17.085344736
"153",10350,"GUALACEO","0103","GUALACEO",4,3,3,1,1,1,2,2,1,10350,5,NA,1,8.542672368,34.170689472
"154",10350,"GUALACEO","0103","GUALACEO",4,3,4,1,1,1,6,2,1,10350,1,1,1,8.542672368,17.085344736
"155",10350,"GUALACEO","0103","GUALACEO",4,9,8,1,1,1,11,2,1,10350,2,1,NA,8.542672368,8.542672368
"156",10350,"GUALACEO","0103","GUALACEO",4,9,8,1,2,1,1,2,1,10350,2,1,1,8.542672368,8.542672368
"157",10350,"GUALACEO","0103","GUALACEO",4,9,16,1,1,1,2,1,1,10350,5,NA,NA,8.542672368,17.085344736
"158",10350,"GUALACEO","0103","GUALACEO",4,9,16,1,2,1,6,1,1,10350,5,NA,1,8.542672368,17.085344736
"159",10350,"GUALACEO","0103","GUALACEO",4,10,19,1,1,1,7,1,1,10350,5,NA,1,8.542672368,34.170689472
"160",10550,"PAUTE","0105","PAUTE",1,2,12,1,1,1,12,1,2,10550,5,NA,1,10.43650943,52.18254715
"161",10550,"PAUTE","0105","PAUTE",1,2,13,1,1,1,6,1,2,10550,5,NA,1,10.43650943,104.3650943
"162",10550,"PAUTE","0105","PAUTE",1,5,16,1,1,1,8,2,2,10550,5,NA,1,10.43650943,31.30952829
"163",10550,"PAUTE","0105","PAUTE",1,7,10,1,1,1,10,2,1,10550,2,1,1,9.566800313,28.700400939
"164",10550,"PAUTE","0105","PAUTE",1,7,11,1,1,1,5,2,1,10550,5,NA,1,9.566800313,38.267201252
"165",10550,"PAUTE","0105","PAUTE",1,7,12,1,1,2,6,2,2,10550,5,NA,1,9.566800313,9.566800313
"166",10550,"PAUTE","0105","PAUTE",1,7,19,1,1,1,10,2,2,10550,5,NA,1,9.566800313,28.700400939
"167",10550,"PAUTE","0105","PAUTE",1,9,11,1,1,2,5,2,1,10550,5,NA,1,9.566800313,28.700400939
"168",10550,"PAUTE","0105","PAUTE",1,9,16,1,1,3,2,2,2,10550,2,1,1,9.566800313,19.133600626
"169",10550,"PAUTE","0105","PAUTE",1,11,3,1,1,4,7,1,2,10550,5,NA,NA,9.566800313,19.133600626
"170",10550,"PAUTE","0105","PAUTE",1,11,3,1,2,4,8,1,2,10550,5,NA,1,9.566800313,19.133600626
"171",10550,"PAUTE","0105","PAUTE",1,11,10,1,1,4,8,2,2,10550,5,NA,1,9.566800313,19.133600626
"172",10550,"PAUTE","0105","PAUTE",1,11,20,1,1,2,5,2,2,10550,2,2,1,9.566800313,28.700400939
"173",10550,"PAUTE","0105","PAUTE",2,2,2,1,1,4,4,2,2,10550,5,NA,1,9.566800313,9.566800313
"174",10550,"PAUTE","0105","PAUTE",2,7,10,1,1,4,8,2,2,10550,5,NA,1,9.566800313,19.133600626
"175",10550,"PAUTE","0105","PAUTE",2,10,8,1,1,1,12,2,2,10550,5,NA,1,9.982748153,29.948244459
"176",10550,"PAUTE","0105","PAUTE",2,10,10,1,1,4,7,2,2,10550,5,NA,1,9.982748153,19.965496306
"177",10550,"PAUTE","0105","PAUTE",2,10,11,1,1,4,1,2,2,10550,5,NA,1,9.982748153,19.965496306
"178",10850,"SANTA ISABEL ( CHAGUARURC","0108","SANTA ISABEL",1,1,13,1,1,1,5,2,2,10150,5,NA,1,9.838361515,29.515084545
"179",10850,"SANTA ISABEL ( CHAGUARURC","0108","SANTA ISABEL",1,1,18,1,1,1,5,2,1,10850,4,2,1,9.838361515,19.67672303
"180",10850,"SANTA ISABEL ( CHAGUARURC","0108","SANTA ISABEL",1,1,20,1,1,1,5,2,2,10850,2,2,1,9.838361515,39.35344606
"181",10850,"SANTA ISABEL ( CHAGUARURC","0108","SANTA ISABEL",2,3,13,1,1,1,9,2,1,10850,5,NA,1,10.26611636,61.59669816
"182",10850,"SANTA ISABEL ( CHAGUARURC","0108","SANTA ISABEL",2,5,20,1,1,1,1,1,1,10850,5,NA,1,11.24384173,22.48768346
"183",11150,"CHORDELEG","0111","CHORDELEG",1,3,3,1,1,1,9,2,1,11150,5,NA,1,10.06343514,10.06343514
"184",11150,"CHORDELEG","0111","CHORDELEG",1,5,6,1,1,1,5,2,2,11150,5,NA,1,9.224815549,27.674446647
"185",11150,"CHORDELEG","0111","CHORDELEG",1,8,9,1,1,1,6,2,1,11150,5,NA,1,9.224815549,18.449631098
"186",11150,"CHORDELEG","0111","CHORDELEG",1,8,24,1,1,1,8,2,2,11150,5,NA,1,9.224815549,27.674446647
"187",11150,"CHORDELEG","0111","CHORDELEG",1,10,3,1,1,1,2,2,2,11150,5,NA,1,9.625894486,19.251788972
"188",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",1,1,13,1,1,4,8,2,2,11550,5,NA,1,9.274280328,9.274280328
"189",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",1,3,13,1,1,1,10,1,2,11550,2,2,1,10.11739672,20.23479344
"190",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",1,3,24,1,1,1,7,1,1,11550,2,2,1,10.11739672,20.23479344
"191",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",1,5,4,1,1,4,8,2,2,11550,5,NA,1,11.71488041,11.71488041
"192",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",1,5,10,1,1,1,3,1,1,11550,5,NA,1,11.71488041,23.42976082
"193",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",1,5,13,1,1,1,4,2,1,11550,5,NA,1,11.71488041,46.85952164
"194",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",1,7,5,1,1,1,4,2,1,11550,5,NA,1,9.677509907,19.355019814
"195",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",1,10,5,1,1,1,8,2,1,11550,5,NA,1,9.274280328,18.548560656
"196",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",901,1,15,1,1,1,12,2,2,11550,5,NA,NA,9.274280328,27.822840984
"197",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",901,1,15,1,2,1,4,2,2,11550,5,NA,1,9.274280328,27.822840984
"198",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",901,1,23,1,1,3,11,2,2,110150,5,NA,1,9.274280328,46.37140164
"199",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",901,6,1,1,1,1,8,2,1,11550,1,2,1,10.11739672,40.46958688
"200",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",901,6,10,1,1,1,8,2,1,11550,5,NA,1,10.11739672,40.46958688
"201",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",904,1,5,1,1,1,8,1,1,11550,5,NA,1,9.274280328,18.548560656
"202",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",904,1,19,1,1,1,7,1,1,11550,5,NA,1,9.274280328,27.822840984
"203",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",904,1,21,1,1,3,10,1,2,11550,5,NA,1,9.274280328,37.097121312
"204",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",906,2,4,1,1,1,7,2,1,11550,5,NA,1,9.274280328,27.822840984
"205",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",912,2,16,1,1,1,3,2,1,11550,5,NA,1,9.274280328,27.822840984
"206",11550,"CAMILO PONCE ENRIQUEZ","0115","CAMILO PONCE ENRIQUEZ",912,4,17,1,1,4,10,2,1,11550,5,NA,1,9.274280328,9.274280328
"207",20150,"GUARANDA","0201","GUARANDA",1,3,23,1,1,1,10,2,1,20150,5,NA,1,9.994824678,19.989649356
"208",20150,"GUARANDA","0201","GUARANDA",1,7,23,1,1,1,10,2,1,20150,5,NA,1,9.994824678,19.989649356
"209",20150,"GUARANDA","0201","GUARANDA",2,1,5,1,1,1,3,2,1,20150,5,NA,1,11.42265677,45.69062708
"210",20150,"GUARANDA","0201","GUARANDA",2,1,11,1,1,1,7,2,1,20150,5,NA,1,11.42265677,22.84531354
"211",20150,"GUARANDA","0201","GUARANDA",2,4,6,1,1,1,2,1,1,20150,5,NA,1,9.994824678,39.979298712
"212",20150,"GUARANDA","0201","GUARANDA",2,11,21,1,1,1,10,2,1,20150,5,NA,1,10.42938227,31.28814681
"213",20150,"GUARANDA","0201","GUARANDA",3,8,7,1,1,1,1,2,2,60150,5,NA,1,9.994824678,19.989649356
